book_id,book_title,category_id,author,book_copies,book_pub,publisher_name,isbn,copyright_year,date_receive,date_added,status,class,pages,p_price,nbook_issued,nlost,ndamage,bill_date
4732,Shikshan mei Paitishva Padav,,Ramchandra Thakran,,,"Manisha Prakashan,Delhi",,1997,,,,,120,125,,,,22-10-1999
4733,Basic Principles of English Grammer and Composition Pt.-III,,N.L. Bosh,,,"Jyoti Prakashan,Delhi",,1997,,,,,223,34,,,,22-10-1999
4734,Kargil ki Hunkar,,Sunil Jogi,,,"Satsahitya Bhandar,Delhi",,1999,,,,,216,115,,,,12-07-1999
4735,Superb Essays for Competitions,,A. Kumar (Rev.),,,"Ramesh Pub. House,New Delhi",,,,,,,336,60,,,,12-07-1999
4736,100 First-Prize Make it Yourself Science Fair Projects,,GLen Vecchione,,,"Goodwill Publishing House,New Delhi",,,,,,,208,90,,,,12-07-1999
4737,100 Amazing Make it Yourself Science Fair Projects,,GLen Vecchione,,,"Goodwill Publishing House,New Delhi",,,,,,,224,90,,,,12-07-1999
4738,Geeta Sachitra Hindi Vyakran tatha Rachna-2,,Rajendra Prakash,,,"Geeta Publishing House,Delhi",,1998,,,,,264,40,,,,15-03-2000
4739,Pooja Sachitra Hindi Vyakran tatha Rachna-4,,VijaySingh Gupta,,,"Pooja Prakashan,New Delhi",,1998,,,,,120,25,,,,15-03-2000
4740,Scholar Hindi Vyakran-3,,Ved Prakash Gautam,,,"Scholar Publishing,New Delhi",,1997,,,,,106,18,,,,15-03-2000
4741,Scholar Hindi Vyakran-1,,Ved Prakash Gautam,,,"Scholar Publishing,New Delhi",,1999,,,,,56,10,,,,15-03-2000
4742,Pooja Sachitra Hindi Vyakran tatha Rachna-1,,Shivmurti Singh Vats,,,"Pooja Prakashan,New Delhi",,1995,,,,,80,17,,,,15-03-2000
4743,Vyakran Parimal-3,,Dr. Ravindra Dargan,,,"Sultan Chand & Sons,New Delhi",,1998,,,,,144,35,,,,15-03-2000
4744,Sachitra Vyakran-Bodh tatha Rachna,,Shri Sharan,,,"Arya Publishing,New Delhi",,1997,,,,,40,35,,,,15-03-2000
4745,Steps to General Knowledge-1,,Pearl Scott,,,"Frank Bros. & Co.,U.P.",,1999,,,,,88,24.9,,,,15-03-2000
4746,Steps to General Knowledge-2,,Pearl Scott,,,"Frank Bros. & Co.,U.P.",,1999,,,,,88,24.9,,,,15-03-2000
4747,Steps to General Knowledge-3,,Pearl Scott,,,"Frank Bros. & Co.,U.P.",,1999,,,,,91,27.9,,,,15-03-2000
4748,Steps to General Knowledge-4,,Pearl Scott,,,"Frank Bros. & Co.,U.P.",,1999,,,,,90,27.9,,,,15-03-2000
4749,Steps to General Knowledge-5,,Pearl Scott,,,"Frank Bros. & Co.,U.P.",,1999,,,,,95,27.9,,,,15-03-2000
4750,Steps to General Knowledge-6,,G. Vaz,,,"Frank Bros. & Co.,U.P.",,1999,,,,,84,26.9,,,,15-03-2000
4751,Steps to General Knowledge-7,,G. Vaz,,,"Frank Bros. & Co.,U.P.",,1999,,,,,78,26.9,,,,15-03-2000
4752,Steps to General Knowledge-8,,G. Vaz,,,"Frank Bros. & Co.,U.P.",,1999,,,,,72,26.9,,,,15-03-2000
4753,Understanding General Knowledge-3,,Virendra Verma,,,"Ambar Prakashan,New Delhi",,1998,,,,,56,35,,,,15-03-2000
4754,Understanding General Knowledge-5,,Virendra Verma,,,"Ambar Prakashan,New Delhi",,1999,,,,,80,50,,,,15-03-2000
4755,Understanding General Knowledge-6,,Virendra Verma,,,"Ambar Prakashan,New Delhi",,1998,,,,,55,35,,,,15-03-2000
4756,Understanding General Knowledge-7,,Virendra Verma,,,"Ambar Prakashan,New Delhi",,1998,,,,,64,35,,,,15-03-2000
4757,Understanding General Knowledge-8,,Virendra Verma,,,"Ambar Prakashan,New Delhi",,1998,,,,,60,35,,,,15-03-2000
4758,Nav Sanskrit Rachnanuvad,,Smt. Karan Gupta,,,"Arya Book Depot,New Delhi",,,,,,,132,16,,,,15-03-2000
4759,Dharawahik  Sanskrit Vyakran,,Parmanand Gupt,,,"Laxmi Publications,New Delhi",,1996,,,,,90,15,,,,15-03-2000
4760,Ambar Sanskrit Vyakran tatha Anuvad Paddhati,,Laxminarayan Shastri,,,"Pitamber Publications,New Delhi",,2000,,,,,90,30,,,,15-03-2000
4761,Learning to Communicate Activity Book-3,,S.K. Ram,,,"Oxford University Press,New Delhi",,2000,,,,,90,45,,,,25-07-2000
4762,Learning to Communicate Course Book-3,,S.K. Ram,,,"Oxford University Press,New Delhi",,2000,,,,,124,75.5,,,,25-07-2000
4763,Learning to Communicate Acitivity Book-4,,S.K. Ram,,,"Oxford University Press,New Delhi",,2000,,,,,45,45,,,,25-07-2000
4764,Learning to Communicate Course Book-4,,S.K. Ram,,,"Oxford University Press,New Delhi",,2000,,,,,126,74,,,,25-07-2000
4765,Learning to Communicate Acitivity Book-5,,S.K. Ram,,,"Oxford University Press,New Delhi",,2000,,,,,87,45,,,,25-07-2000
4766,Learning to Communicate Course Book-5,,S.K. Ram,,,"Oxford University Press,New Delhi",,2000,,,,,136,76.5,,,,25-07-2000
4767,Learning to Communicate Literary Reader-7,,S.K. Ram,,,"Oxford University Press,New Delhi",,2000,,,,,75,35,,,,25-07-2000
4768,Learning to Communicate Workbook-7,,S.K. Ram,,,"Oxford University Press,New Delhi",,2000,,,,,68,35,,,,25-07-2000
4769,Learning to Communicate Course Book-7,,S.K. Ram,,,"Oxford University Press,New Delhi",,2000,,,,,134,75,,,,25-07-2000
4770,Grammer in Action-1,,Hema Natarajan,,,"Pinnacle Books,New Delhi",,1999,,,,,58,25,,,,25-07-2000
4771,Rashtrabhasha-Bharti Bhaag-6,,Gangadutt Sharma,,,"Avichal Publishing,New Delhi",,1999,,,,,136,49.8,,,,25-07-2000
4772,Rashtrabhasha-Bharti Bhaag-7,,Gangadutt Sharma,,,"Avichal Publishing,New Delhi",,1999,,,,,124,49.8,,,,25-07-2000
4773,Rashtrabhasha-Bharti Bhaag-8,,Gangadutt Sharma,,,"Avichal Publishing,New Delhi",,1999,,,,,132,49.8,,,,25-07-2000
4774,Composite Course in History & Civics Book-1,,R.L. Kharbanda,,,"Frank Bros.,New Delhi",,2000,,,,,182,55.9,,,,25-07-2000
4775,Composite Course in History & Civics Book-2,,R.L. Kharbanda,,,"Frank Bros.,New Delhi",,2000,,,,,187,62.9,,,,25-07-2000
4776,Composite Course in History & Civics Book-3,,R.L. Kharbanda,,,"Frank Bros.,New Delhi",,2000,,,,,227,69.9,,,,25-07-2000
4777,Interact in English Practice Book Class-I,,Komalta Shankaran,,,"Kalra Pub.,New Delhi",,,,,,,38,27,,,,08-09-2000
4778,Interact in English Practice Book Class-II,,Komalta Shankaran,,,"Kalra Pub.,New Delhi",,,,,,,38,30,,,,08-09-2000
4779,Interact in English Practice Book Class-III,,P.N. Kapoor,,,"Kalra Pub.,New Delhi",,,,,,,51,30,,,,08-09-2000
4780,Interact in English Practice Book Class-IV,,P.N. Kapoor,,,"Kalra Pub.,New Delhi",,,,,,,90,30,,,,08-09-2000
4781,Interact in English Practice Book Class-V,,P.N. Kapoor,,,"Kalra Pub.,New Delhi",,,,,,,91,33,,,,08-09-2000
4782,Interacting in English-VI,,Uma Raman,,,"Ratna Sagar,Delhi",,,,,,,104,59.6,,,,08-09-2000
4783,Interacting in English Activity Book-VI,,Uma Raman,,,"Ratna Sagar,Delhi",,,,,,,56,36.9,,,,08-09-2000
4784,Interacting in English Literature Book-VI,,Uma Raman,,,"Ratna Sagar,Delhi",,,,,,,67,36.9,,,,08-09-2000
4785,Echo Quiz-Time Part-2,,Bharti Dhimri,,,The Aggarwal Pub.,,,,,,,44,36,,,,08-09-2000
4786,Echo Quiz-Time Part-3,,Bharti Dhimri,,,The Aggarwal Pub.,,,,,,,94,36,,,,08-09-2000
4787,Echo Quiz-Time Part-4,,Bharti Dhimri,,,The Aggarwal Pub.,,,,,,,48,36,,,,08-09-2000
4788,Echo Quiz-Time Part-5,,Bharti Dhimri,,,The Aggarwal Pub.,,,,,,,52,36,,,,08-09-2000
4789,Echo Quiz-Time Part-1,,Bharti Dhimri,,,The Aggarwal Pub.,,,,,,,44,36,,,,08-09-2000
4790,My Little World-1,,Mandira Chanda,,,"Scholar Publishing House,New Delhi",,,,,,,88,60,,,,08-09-2000
4791,My Little World-2,,Mandira Chanda,,,"Scholar Publishing House,New Delhi",,,,,,,96,65,,,,08-09-2000
4792,Rashtrabhasha Bharti-8,,Gangadutt Sharma,,,"Avichal Publishing,New Delhi",,,,,,,132,49.8,,,,08-09-2000
4793,Abhyas Pustika Rashtrabhasha Bharti-8,,Gangadutt Sharma,,,"Avichal Publishing,New Delhi",,,,,,,88,22.8,,,,08-09-2000
4794,Rashtrabhasha Bharti-6,,Gangadutt Sharma,,,"Avichal Publishing,New Delhi",,,,,,,136,49.8,,,,08-09-2000
4795,Abhyas Pustika Rashtrabhasha Bharti-6,,Gangadutt Sharma,,,"Avichal Publishing,New Delhi",,,,,,,86,20,,,,08-09-2000
4796,Abhyas Pustika Rashtrabhasha Bharti-7,,Gangadutt Sharma,,,"Avichal Publishing,New Delhi",,,,,,,75,21,,,,08-09-2000
4797,Rashtrabhasha Bharti-4,,Gangadutt Sharma,,,"Avichal Publishing,New Delhi",,,,,,,116,42.8,,,,08-09-2000
4798,Top School Essays,,B.R. Kishore,,,Goodwill Publishing House,,,,,,,240,35,,,,22-12-2000
4799,"School Essays,Letters and Paragraphs",,Vikas Chowdhary,,,"New Light Pub.,New Delhi",,,,,,,232,35,,,,22-12-2000
4800,"School Essays,Letters and Stories",,Harish Chandra,,,"Varun Publishing,Delhi",,1998,,,,,200,35,,,,22-12-2000
4801,Advanced Essays for College and Compettitve Exams,,B.N. Ahuja,,,"New Light Pub.,New Delhi",,,,,,,787,115,,,,22-12-2000
4802,Essays and Letters for Junior Classes,,Doreen de Castro,,,"Sunrise Pub.,Delhi",,2000,,,,,208,30,,,,22-12-2000
4803,Aesop's Fables,,Enid Blyton,,,"Elements Book,Victoria",,1999,,,,,92,75,,,,22-12-2000
4804,Fairy Stories,,Enid Blyton,,,"Elements Book,Victoria",,1999,,,,,128,75,,,,22-12-2000
4805,Robinhood,,Enid Blyton,,,"Elements Book,Victoria",,1999,,,,,119,75,,,,22-12-2000
4806,The Knights of the Round Table,,Enid Blyton,,,"Elements Book,Victoria",,1999,,,,,114,75,,,,22-12-2000
4807,Goose Bumps Series 2000: Creative Teacher,,R.L. Stine,,,"Scholastic Inc.,U.S.A",,1998,,,,,125,75,,,,22-12-2000
4808,Goose Bumps Series 2000: Escape from Horror House,,R.L. Stine,,,"Scholastic Inc.,U.S.A",,1999,,,,,137,75,,,,22-12-2000
4809,Goose Bumps Series 2000: Reader Beware,,R.L. Stine,,,"Scholastic Inc.,U.S.A",,1996,,,,,130,75,,,,22-12-2000
4810,Goose Bumps Series 2000: Reader Beware,,R.L. Stine,,,"Scholastic Inc.,U.S.A",,1996,,,,,136,75,,,,22-12-2000
4811,Manmauji Mamaji,,Ira Saxena,,,"Children Book Depot,New Delhi",,1998,,,,,69,18,,,,22-12-2000
4812,Chatpati Kahaniyan,,Rawab S.Jaidi,,,"Sunrise Pub.,Delhi",,2000,,,,,24,20,,,,22-12-2000
4813,Chatpati Kahaniyan,,Rawab S.Jaidi,,,"Sunrise Pub.,Delhi",,2000,,,,,24,20,,,,22-12-2000
4814,Chatpati Kahaniyan,,Rawab S.Jaidi,,,"Sunrise Pub.,Delhi",,2000,,,,,24,20,,,,22-12-2000
4815,Chatpati Kahaniyan,,Rawab S.Jaidi,,,"Sunrise Pub.,Delhi",,2000,,,,,24,20,,,,22-12-2000
4816,Chatpati Kahaniyan,,Rawab S.Jaidi,,,"Sunrise Pub.,Delhi",,2000,,,,,24,20,,,,22-12-2000
4817,Competition Success Review Year Book 2001,,S.K. Sachdeva Ed.,,,"Competiton Review,New Delhi",,2001,,,,,830,200,,,,22-12-2000
4818,Surya Essays Book,,V.N. Gupta,,,Surya Book Depot,,,,,,,300,50,,,,22-12-2000
4819,Caught Red-Handed,,Kamlesh Mohindra,,,"Madhusan Education Books,New Delhi",,1998,,,,,55,30,,,,16-10-2001
4820,Humorous Tales-1,,Rudyard Kipling,,,"Rupa Co.,New Delhi",,2001,,,,,151,50,,,,16-10-2001
4821,Humorous Tales-2,,Rudyard Kipling,,,"Rupa Co.,New Delhi",,2001,,,,,82,50,,,,16-10-2001
4822,Humorous Tales-3,,Rudyard Kipling,,,"Rupa Co.,New Delhi",,2001,,,,,82,50,,,,16-10-2001
4823,Humorous Tales-4,,Rudyard Kipling,,,"Rupa Co.,New Delhi",,2001,,,,,89,50,,,,16-10-2001
4824,Humorous Tales-5,,Rudyard Kipling,,,"Rupa Co.,New Delhi",,2001,,,,,104,50,,,,16-10-2001
4825,Stories from Premchand,,Premchand,,,"Madhusan Education Books,New Delhi",,1997,,,,,112,25,,,,16-10-2001
4826,The Funny Tales of Mulla Nasruddin,,"Kanwar Deep,illus.",,,"Rupa Co.,New Delhi",,2001,,,,,46,50,,,,16-10-2001
4827,The Humorous Tales of Mulla Nasruddin,,"Kanwar Deep,illus.",,,"Rupa Co.,New Delhi",,2001,,,,,43,50,,,,16-10-2001
4828,Fog Hounds Wind Cat Sea Mice,,Joan Aiken,,,"Hodder Childrens,London",,1999,,,,,94,50,,,,16-10-2001
4829,The Railway Cat's Secret,,Phyllis Arkle,,,"Hodder Childrens,London",,1999,,,,,80,50,,,,16-10-2001
4830,The Dragon's Child,,Jenny Nimmo,,,"Hodder Childrens,London",,1999,,,,,96,50,,,,16-10-2001
4831,Hamish : Cimbing Father's Mountain,,W.j. Corbett,,,"Hodder Childrens,London",,1999,,,,,102,50,,,,16-10-2001
4832,Dark at the Foot of the Stairs,,Eileen Moore,,,"Hodder Childrens,London",,1999,,,,,95,50,,,,16-10-2001
4833,The Fox Gate and other Stories,,William Mayne,,,"Hodder Childrens,London",,1999,,,,,90,50,,,,16-10-2001
4834,Milly,,Pippa Goodhart,,,"Hodder Childrens,London",,1998,,,,,77,50,,,,16-10-2001
4835,On the Thieves Trail,,Kamlesh Mohindra,,,"Madhusan Education Books,New Delhi",,1997,,,,,98,35,,,,16-10-2001
4836,101 Inventions and Discoveries,,Roopa Gosain,,,"Goodwill Pub.,New Delhi",,,,,,,136,50,,,,16-10-2001
4837,World Atlas,,Sunil Saini,,,"Dreamland,New Delhi",,2001,,,,,64,60,,,,16-10-2001
4838,Atlas of India,,Sunil Saini,,,"Dreamland,New Delhi",,2001,,,,,152,100,,,,16-10-2001
4839,The Britannica Quiz Master-1,,"Dale H. Hoieberg,Ed.",,,"Encyclopedia Britannia,New Delhi,New Delhi",,2001,,,,,116,100,,,,16-10-2001
4840,The Britannica Quiz Master-2,,"Dale H. Hoieberg,Ed.",,,"Encyclopedia Britannia,New Delhi,New Delhi",,2001,,,,,108,100,,,,16-10-2001
4841,The Britannica Quiz Master-3,,"Dale H. Hoieberg,Ed.",,,"Encyclopedia Britannia,New Delhi,New Delhi",,2001,,,,,112,100,,,,16-10-2001
4842,The Britannica Quiz Master-4,,"Dale H. Hoieberg,Ed.",,,"Encyclopedia Britannia,New Delhi,New Delhi",,2001,,,,,112,100,,,,16-10-2001
4843,Mastermind India-3,,Siddhartha Basu,,,"Penguin Books,New Delhi",,2001,,,,,506,195,,,,16-10-2001
4844,Longman Dictionary of Comtemporary English,,"Della Summers,Dir.",,,"Longman Dictionaries,England",,1995,,,,,1668,395,,,,16-10-2001
4845,The Human Body,,Jayanthi,,,"Bluebirds,New Delhi",,2001,,,,,48,50,,,,16-10-2001
4846,The Universe,,A.S. Purushothaman Jayanti,,,"Bluebirds,New Delhi",,2001,,,,,48,50,,,,16-10-2001
4847,The Strange Case of Dr. Jekyll & Mr. Hyde,,Robert Louis Stevenson,,,"Madhusan Education Books,New Delhi",,1999,,,,,72,35,,,,16-10-2001
4848,"Supreme Pencil Shading,Potraits",,R.K. Dhami,,,"Kalra Pub.,New Delhi",,,,,,,24,25,,,,16-10-2001
4849,"Supreme Pencil Shading,Sketching",,R.K. Dhami,,,"Kalra Pub.,New Delhi",,,,,,,24,25,,,,16-10-2001
4850,"Supreme Pencil Shading,Objects",,R.K. Dhami,,,"Kalra Pub.,New Delhi",,,,,,,24,25,,,,16-10-2001
4851,Supreme Pencil Shading; Pencil Drawing,,R.K. Dhami,,,"Kalra Pub.,New Delhi",,,,,,,24,25,,,,16-10-2001
4852,Supreme Pencil Shading; Bird & Animals,,R.K. Dhami,,,"Kalra Pub.,New Delhi",,,,,,,24,25,,,,16-10-2001
4853,Supreme Pencil Shading; Bird & Animals II,,R.K. Dhami,,,"Kalra Pub.,New Delhi",,,,,,,24,25,,,,16-10-2001
4854,Supreme Pencil Shading; Human Body,,R.K. Dhami,,,"Kalra Pub.,New Delhi",,,,,,,24,25,,,,16-10-2001
4855,Supreme Pencil Shading; Objects,,R.K. Dhami,,,"Kalra Pub.,New Delhi",,,,,,,24,25,,,,16-10-2001
4856,151 Shrestha Bal Geet,,Vishnu Kaviratna,,,"Prem Prakashan,Delhi",,1991,,,,,216,65,,,,16-10-2001
4857,The Craft of the Classroom,,Michael Marland,,,"Heinemann Educational,Oxford",,1993,,,,,152,200,,,,17-10-2001
4858,Publicising your School,,David Medgett,,,"Heinemann Educational,Oxford",,2001,,,,,146,200,,,,17-10-2001
4859,Observing Teachers at Work,,Grace Marriott,,,"Heinemann Educational,Oxford",,2001,,,,,116,200,,,,17-10-2001
4860,The School's Guide to the Internet,,Peter McBride,,,"Heinemann Educational,Oxford",,2001,,,,,154,250,,,,17-10-2001
4861,The Maths Teacher's Handbook,,Jane Portman,,,"Heinemann Educational,Oxford",,2001,,,,,108,225,,,,17-10-2001
4862,How to make and use: Visual Aids,,Nicola Harford,,,"Heinemann Educational,Oxford",,2001,,,,,128,225,,,,17-10-2001
4863,A Handbook for Teaching Sports,,anne Simpkon,,,"Heinemann Educational,Oxford",,2001,,,,,160,250,,,,17-10-2001
4864,The Science Teacher's Handbook,,Andy Byers & others,,,"Heinemann Educational,Oxford",,2001,,,,,128,225,,,,17-10-2001
4865,Monitoring and Evaluation for School Improvement,,Mazda Jenkin & others,,,"Heinemann Educational,Oxford",,2001,,,,,143,275,,,,17-10-2001
4866,Interacting in English: Literature Reader-6,,Uma Raman,,,"Ratna Sagar,Delhi",,2001,,,,,67,49.9,,,,16-11-2001
4867,Interacting in English: Literature Reader-6,,Uma Raman,,,"Ratna Sagar,Delhi",,2001,,,,,67,49.9,,,,16-11-2001
4868,Interacting in English: Literature Reader-6,,Uma Raman,,,"Ratna Sagar,Delhi",,2001,,,,,67,49.9,,,,16-11-2001
4869,Interacting in English: Activity Book-6,,Uma Raman,,,"Ratna Sagar,Delhi",,2001,,,,,56,48.9,,,,16-11-2001
4870,Interacting in English: Activity Book-6,,Uma Raman,,,"Ratna Sagar,Delhi",,2001,,,,,56,48.9,,,,16-11-2001
4871,Interacting in English: Activity Book-8,,Uma Raman,,,"Ratna Sagar,Delhi",,2001,,,,,56,48.9,,,,16-11-2001
4872,Interacting in English : Literature Reader-7,,Uma Raman,,,"Ratna Sagar,Delhi",,2001,,,,,72,44.9,,,,16-11-2001
4873,Interacting in English : Literature Reader-7,,Uma Raman,,,"Ratna Sagar,Delhi",,2001,,,,,72,44.9,,,,16-11-2001
4874,Interacting in English : Literature Reader-7,,Uma Raman,,,"Ratna Sagar,Delhi",,2001,,,,,72,49.9,,,,16-11-2001
4875,Interacting in English: Activity Book-7,,Uma Raman,,,"Ratna Sagar,Delhi",,2001,,,,,64,48.9,,,,16-11-2001
4876,Interacting in English : Literature Reader-8,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,72,49.9,,,,16-11-2001
4877,Interacting in English: Activity Book-7,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,64,48.9,,,,16-11-2001
4878,Interacting in English: Activity Book-7,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,64,48.9,,,,16-11-2001
4879,Interacting in English : Literature Reader-8,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,72,49.9,,,,16-11-2001
4880,Interacting in English : Literature Reader-8,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,72,49.9,,,,16-11-2001
4881,Interacting in English: Activity Book-8,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,72,48.9,,,,16-11-2001
4882,Interacting in English: Activity Book-8,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,72,48.9,,,,16-11-2001
4883,Interacting in English: Activity Book-8,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,72,48.9,,,,16-11-2001
4884,Interacting in English-6,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,104,85.9,,,,16-11-2001
4885,Interacting in English-6,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,104,85.9,,,,16-11-2001
4886,Interacting in English-7,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,128,85.9,,,,16-11-2001
4887,Interacting in English-7,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,128,85.9,,,,16-11-2001
4888,Interacting in English-7,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,128,85.9,,,,16-11-2001
4889,Interacting in English-8,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,136,85.9,,,,16-11-2001
4890,Interacting in English-8,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,136,85.9,,,,16-11-2001
4891,Interacting in English-8,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,136,85.9,,,,16-11-2001
4892,My Big Book of Social Studies-4,,P. Jain,,,"Ratna Sagar,Delhi",,1999,,,,,126,79.9,,,,16-11-2001
4893,Rhymes: Old and New,,"Sujasha Dasgupta,illus.",,,"Ratna Sagar,Delhi",,2000,,,,,16,28.9,,,,16-11-2001
4894,Rhymes: Old and New,,"Sujasha Dasgupta,illus.",,,"Ratna Sagar,Delhi",,2000,,,,,16,28.9,,,,16-11-2001
4895,My Big Book of Rhymes,,"Ratna Sagar,Pub.",,,"Ratna Sagar,Delhi",,,,,,,24,34.9,,,,16-11-2001
4896,Suno Kahani,,Anand Prakash Jain,,,"Mayur Publishers,Delhi",,,,,,,58,34,,,,16-11-2001
4897,Interacting in English: Activity Book-1,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,56,34.9,,,,16-11-2001
4898,Interacting in English: Activity Book-2,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,56,34.9,,,,16-11-2001
4899,Interacting in English: Activity Book-3,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,56,35.9,,,,16-11-2001
4900,Interacting in English: Activity Book-4,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,64,35.9,,,,16-11-2001
4901,Interacting in English: Activity Book-4,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,64,29.9,,,,16-11-2001
4902,Interacting in English: Activity Book-5,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,64,36.9,,,,16-11-2001
4903,Interacting in English-1,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,96,57.9,,,,16-11-2001
4904,Interacting in English-2,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,100,57.9,,,,16-11-2001
4905,Interacting in English-3,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,100,58.9,,,,16-11-2001
4906,Interacting in English-4,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,100,58.9,,,,16-11-2001
4907,Interacting in English-5,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,100,59.9,,,,16-11-2001
4908,Interacting in English : Literature Reader-5,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,64,29.9,,,,16-11-2001
4909,Interacting in English : Literature Reader-6,,Uma Raman,,,"Ratna Sagar,Delhi",,1999,,,,,104,85.9,,,,16-11-2001
4910,Rashtrabhasha-Bharti-7,,Gangadutt Sharma,,,"Avichal Publishing,New Delhi",,1999,,,,,124,49.8,,,,16-11-2001
4911,The World of Mathematics-1,,S. Chary,,,"Suman Prakashan,New Delhi",,,,,,,144,60,,,,16-11-2001
4912,The World of Mathematics-3,,S. Chary,,,"Suman Prakashan,New Delhi",,,,,,,196,65,,,,16-11-2001
4913,The World of Mathematics-4,,S. Chary,,,"Suman Prakashan,New Delhi",,,,,,,180,65,,,,16-11-2001
4914,The World of Mathematics-5,,S. Chary,,,"Suman Prakashan,New Delhi",,,,,,,204,72,,,,16-11-2001
4915,Chitra Kathayein: Mahatma Gandhi,,K.S. Kohli,,,"Rohan Book Comp.,Delhi",,2001,,,,,24,30,,,,16-02-2002
4916,Chitra Kathayein: Lokmanya Tilak,,K.S. Kohli,,,"Rohan Book Comp.,Delhi",,2001,,,,,24,30,,,,16-02-2002
4917,Chitra Kathayein: Durga,,K.S. Kohli,,,"Rohan Book Comp.,Delhi",,2000,,,,,24,30,,,,16-02-2002
4918,Chitra Kathayein: Jataka Tales,,K.S. Kohli,,,"Rohan Book Comp.,Delhi",,2001,,,,,24,30,,,,16-02-2002
4919,Chitra Kathayein: Valmiki,,K.S. Kohli,,,"Rohan Book Comp.,Delhi",,2001,,,,,24,30,,,,16-02-2002
4920,Chitra Kathayein: Lav Kush,,K.S. Kohli,,,"Rohan Book Comp.,Delhi",,2001,,,,,24,30,,,,16-02-2002
4921,Chitra Kathayein: Abhimanyu,,K.S. Kohli,,,"Rohan Book Comp.,Delhi",,2001,,,,,24,30,,,,16-02-2002
4922,Chitra Kathayein: Gita,,K.S. Kohli,,,"Rohan Book Comp.,Delhi",,2001,,,,,24,30,,,,16-02-2002
4923,Chitra Kathayein: Shivaji,,K.S. Kohli,,,"Rohan Book Comp.,Delhi",,2001,,,,,24,30,,,,16-02-2002
4924,Chitra Kathayein: Drona,,K.S. Kohli,,,"Rohan Book Comp.,Delhi",,2001,,,,,24,30,,,,16-02-2002
4925,Chitra Kathayein: Shakuntala,,K.S. Kohli,,,"Rohan Book Comp.,Delhi",,2001,,,,,24,30,,,,16-02-2002
4926,Chitra Kathayein: Rana Pratap,,K.S. Kohli,,,"Rohan Book Comp.,Delhi",,2001,,,,,24,30,,,,16-02-2002
4927,Chitra Kathayein: Karna,,K.S. Kohli,,,"Rohan Book Comp.,Delhi",,2000,,,,,24,30,,,,16-02-2002
4928,Chitra Kathayein: Dasratha,,K.S. Kohli,,,"Rohan Book Comp.,Delhi",,2001,,,,,24,30,,,,16-02-2002
4929,Chitra Kathayein: Bheeshma,,K.S. Kohli,,,"Rohan Book Comp.,Delhi",,2000,,,,,24,30,,,,16-02-2002
4930,Chitra Kathayein: Sudama,,K.S. Kohli,,,"Rohan Book Comp.,Delhi",,2001,,,,,24,30,,,,16-02-2002
4931,Chitra Kathayein: Hanuman,,K.S. Kohli,,,"Rohan Book Comp.,Delhi",,2001,,,,,24,30,,,,16-02-2002
4932,Chitra Kathayein: Jataka Tales,,K.S. Kohli,,,"Rohan Book Comp.,Delhi",,2001,,,,,24,30,,,,16-02-2002
4933,Chitra Kathayein: Draupadi,,K.S. Kohli,,,"Rohan Book Comp.,Delhi",,2001,,,,,24,30,,,,16-02-2002
4934,Chitra Kathayein: Savitri,,K.S. Kohli,,,"Rohan Book Comp.,Delhi",,2001,,,,,24,30,,,,16-02-2002
4935,Chitra Kathayein: Amar Singh Rathor,,K.S. Kohli,,,"Rohan Book Comp.,Delhi",,2001,,,,,24,30,,,,16-02-2002
4936,Chitra Kathayein: Krishna,,K.S. Kohli,,,"Rohan Book Comp.,Delhi",,2001,,,,,24,30,,,,16-02-2002
